city,data_level,county_pop,patients_per_1000,facility_class,uninsured_rate,total_patients,expenses_vs_pci_2023,expenses_vs_pci_2021,pci_2023,lat_pop,lng_pop,totaloutpatientvisits,pci_2022,patients_vs_pci_2022,zips_pop,total_uninsured_patients,er_share,expenses_per_capita,inpatient_days_per_patient,year,charges_per_patient,facility_name,facilities_per_100k,totalervisits,lng,num_facilities,total_expenses,patients_vs_pci_2023,patients_vs_pci_2021,facility_id,profit_margin,net_profit_loss,county_fips,totalinpatientdays,expenses_vs_pci_2022,pci_2021,pci_2021_income,pci_2022_income,facility_group,lat,zips,county,pci_2023_income,city_pop
Frankewing,county,Giles,0,,,1763,0.0,0.0,47548,35.0627,-86.8957,35260,45001,0.0,38477,,,0,,2022,,,0,0,-86.857,1,20317813.0,0.0,0.0,,,33205957.0,47055,6940,0.0,43975,43975,45001,,35.1943,38478,Giles,47548,Elkton
Frankewing,county,Giles,0,,,1763,0.0,0.0,47548,35.3782,-87.0054,35260,45001,0.0,38472,,,0,,2022,,,0,0,-86.857,1,20317813.0,0.0,0.0,,,33205957.0,47055,6940,0.0,43975,43975,45001,,35.1943,38478,Giles,47548,Lynnville
Frankewing,county,Giles,0,,,1763,0.0,0.0,47548,35.0219,-86.999,35260,45001,0.0,38477,,,0,,2022,,,0,0,-86.857,1,20317813.0,0.0,0.0,,,33205957.0,47055,6940,0.0,43975,43975,45001,,35.1943,38478,Giles,47548,Prospect
Frankewing,county,Giles,0,,,1763,0.0,0.0,47548,35.1943,-86.857,35260,45001,0.0,38478,,,0,,2022,,,0,0,-86.857,1,20317813.0,0.0,0.0,,,33205957.0,47055,6940,0.0,43975,43975,45001,,35.1943,38478,Giles,47548,Frankewing
Greeneville,county,Greene,0,,,4537,0.0,0.0,44945,36.168,-82.8197,123915,43721,0.0,37745,,,0,,2022,,,0,0,-82.8197,2,88795162.0,0.0,0.0,,,9199088.0,47059,21471,0.0,42456,42456,43721,,36.168,37745,Greene,44945,Greeneville
Greeneville,county,Greene,0,,,4537,0.0,0.0,44945,36.175,-82.7454,123915,43721,0.0,37616,,,0,,2022,,,0,0,-82.8197,2,88795162.0,0.0,0.0,,,9199088.0,47059,21471,0.0,42456,42456,43721,,36.168,37745,Greene,44945,Tusculum
Greeneville,county,Greene,0,,,4537,0.0,0.0,44945,36.1955,-82.9655,123915,43721,0.0,37711,,,0,,2022,,,0,0,-82.8197,2,88795162.0,0.0,0.0,,,9199088.0,47059,21471,0.0,42456,42456,43721,,36.168,37745,Greene,44945,Mosheim
Greeneville,county,Greene,0,,,4537,0.0,0.0,44945,36.3304,-82.8292,123915,43721,0.0,37745,,,0,,2022,,,0,0,-82.8197,2,88795162.0,0.0,0.0,,,9199088.0,47059,21471,0.0,42456,42456,43721,,36.168,37745,Greene,44945,Baileyton
Tusculum,county,Greene,0,,,4537,0.0,0.0,44945,36.168,-82.8197,123915,43721,0.0,37745,,,0,,2022,,,0,0,-82.7454,2,88795162.0,0.0,0.0,,,9199088.0,47059,21471,0.0,42456,42456,43721,,36.175,37616,Greene,44945,Greeneville
Tusculum,county,Greene,0,,,4537,0.0,0.0,44945,36.175,-82.7454,123915,43721,0.0,37616,,,0,,2022,,,0,0,-82.7454,2,88795162.0,0.0,0.0,,,9199088.0,47059,21471,0.0,42456,42456,43721,,36.175,37616,Greene,44945,Tusculum
Tusculum,county,Greene,0,,,4537,0.0,0.0,44945,36.1955,-82.9655,123915,43721,0.0,37711,,,0,,2022,,,0,0,-82.7454,2,88795162.0,0.0,0.0,,,9199088.0,47059,21471,0.0,42456,42456,43721,,36.175,37616,Greene,44945,Mosheim
Tusculum,county,Greene,0,,,4537,0.0,0.0,44945,36.3304,-82.8292,123915,43721,0.0,37745,,,0,,2022,,,0,0,-82.7454,2,88795162.0,0.0,0.0,,,9199088.0,47059,21471,0.0,42456,42456,43721,,36.175,37616,Greene,44945,Baileyton
Mosheim,county,Greene,0,,,4537,0.0,0.0,44945,36.168,-82.8197,123915,43721,0.0,37745,,,0,,2022,,,0,0,-82.9655,2,88795162.0,0.0,0.0,,,9199088.0,47059,21471,0.0,42456,42456,43721,,36.1955,37711,Greene,44945,Greeneville
Mosheim,county,Greene,0,,,4537,0.0,0.0,44945,36.175,-82.7454,123915,43721,0.0,37616,,,0,,2022,,,0,0,-82.9655,2,88795162.0,0.0,0.0,,,9199088.0,47059,21471,0.0,42456,42456,43721,,36.1955,37711,Greene,44945,Tusculum
Mosheim,county,Greene,0,,,4537,0.0,0.0,44945,36.1955,-82.9655,123915,43721,0.0,37711,,,0,,2022,,,0,0,-82.9655,2,88795162.0,0.0,0.0,,,9199088.0,47059,21471,0.0,42456,42456,43721,,36.1955,37711,Greene,44945,Mosheim
Mosheim,county,Greene,0,,,4537,0.0,0.0,44945,36.3304,-82.8292,123915,43721,0.0,37745,,,0,,2022,,,0,0,-82.9655,2,88795162.0,0.0,0.0,,,9199088.0,47059,21471,0.0,42456,42456,43721,,36.1955,37711,Greene,44945,Baileyton
Baileyton,county,Greene,0,,,4537,0.0,0.0,44945,36.168,-82.8197,123915,43721,0.0,37745,,,0,,2022,,,0,0,-82.8292,2,88795162.0,0.0,0.0,,,9199088.0,47059,21471,0.0,42456,42456,43721,,36.3304,37745,Greene,44945,Greeneville
Baileyton,county,Greene,0,,,4537,0.0,0.0,44945,36.175,-82.7454,123915,43721,0.0,37616,,,0,,2022,,,0,0,-82.8292,2,88795162.0,0.0,0.0,,,9199088.0,47059,21471,0.0,42456,42456,43721,,36.3304,37745,Greene,44945,Tusculum
Baileyton,county,Greene,0,,,4537,0.0,0.0,44945,36.1955,-82.9655,123915,43721,0.0,37711,,,0,,2022,,,0,0,-82.8292,2,88795162.0,0.0,0.0,,,9199088.0,47059,21471,0.0,42456,42456,43721,,36.3304,37745,Greene,44945,Mosheim
Baileyton,county,Greene,0,,,4537,0.0,0.0,44945,36.3304,-82.8292,123915,43721,0.0,37745,,,0,,2022,,,0,0,-82.8292,2,88795162.0,0.0,0.0,,,9199088.0,47059,21471,0.0,42456,42456,43721,,36.3304,37745,Greene,44945,Baileyton
Morristown,county,Hamblen,0,,,7229,0.0,0.0,50094,36.2043,-83.3001,99785,47899,0.0,37813,,,0,,2022,,,0,0,-83.3001,1,115190265.0,0.0,0.0,,,18241909.0,47063,32960,0.0,47382,47382,47899,,36.2043,37813,Hamblen,50094,Morristown
Morristown,county,Hamblen,0,,,7229,0.0,0.0,50094,36.258,-83.1966,99785,47899,0.0,37860,,,0,,2022,,,0,0,-83.3001,1,115190265.0,0.0,0.0,,,18241909.0,47063,32960,0.0,47382,47382,47899,,36.2043,37813,Hamblen,50094,Russellville
Russellville,county,Hamblen,0,,,7229,0.0,0.0,50094,36.2043,-83.3001,99785,47899,0.0,37813,,,0,,2022,,,0,0,-83.1966,1,115190265.0,0.0,0.0,,,18241909.0,47063,32960,0.0,47382,47382,47899,,36.258,37860,Hamblen,50094,Morristown
Russellville,county,Hamblen,0,,,7229,0.0,0.0,50094,36.258,-83.1966,99785,47899,0.0,37860,,,0,,2022,,,0,0,-83.1966,1,115190265.0,0.0,0.0,,,18241909.0,47063,32960,0.0,47382,47382,47899,,36.258,37860,Hamblen,50094,Russellville
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,35.066,-85.2481,1519274,62241,0.0,37415,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Chattanooga
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,34.9973,-85.2285,1519274,62241,0.0,37412,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,East Ridge
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,35.2571,-85.1739,1519274,62241,0.0,37343,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Soddy-Daisy
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1117,-85.2962,1519274,62241,0.0,37415,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Red Bank
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1877,-85.1959,1519274,62241,0.0,37343,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Middle Valley
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,35.0526,-85.0488,1519274,62241,0.0,37302,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Collegedale
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1448,-85.3457,1519274,62241,0.0,37377,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Signal Mountain
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1271,-85.1453,1519274,62241,0.0,37416,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Harrison
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,35.0104,-85.0142,1519274,62241,0.0,37302,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Apison
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,35.3894,-85.0874,1519274,62241,0.0,37373,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Sale Creek
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,34.9944,-85.3516,1519274,62241,0.0,37350,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Lookout Mountain
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1959,-85.2594,1519274,62241,0.0,37343,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Falling Water
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,35.2027,-85.1413,1519274,62241,0.0,37343,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Lakesite
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1865,-85.3303,1519274,62241,0.0,37377,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Fairmount
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,35.2751,-85.2225,1519274,62241,0.0,37379,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Mowbray Mountain
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1635,-85.3098,1519274,62241,0.0,37377,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Walden
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,35.3319,-85.2,1519274,62241,0.0,37379,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Flat Top Mountain
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,35.0349,-85.247,1519274,62241,0.0,37411,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Ridgeside
Chattanooga,county,Hamilton,0,,,57235,0.0,0.0,65525,35.0723,-85.0545,1519274,62241,0.0,37363,,,0,,2022,,,0,12187,-85.2481,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.066,37415,Hamilton,65525,Ooltewah
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,35.066,-85.2481,1519274,62241,0.0,37415,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Chattanooga
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,34.9973,-85.2285,1519274,62241,0.0,37412,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,East Ridge
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,35.2571,-85.1739,1519274,62241,0.0,37343,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Soddy-Daisy
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1117,-85.2962,1519274,62241,0.0,37415,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Red Bank
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1877,-85.1959,1519274,62241,0.0,37343,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Middle Valley
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,35.0526,-85.0488,1519274,62241,0.0,37302,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Collegedale
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1448,-85.3457,1519274,62241,0.0,37377,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Signal Mountain
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1271,-85.1453,1519274,62241,0.0,37416,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Harrison
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,35.0104,-85.0142,1519274,62241,0.0,37302,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Apison
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,35.3894,-85.0874,1519274,62241,0.0,37373,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Sale Creek
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,34.9944,-85.3516,1519274,62241,0.0,37350,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Lookout Mountain
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1959,-85.2594,1519274,62241,0.0,37343,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Falling Water
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,35.2027,-85.1413,1519274,62241,0.0,37343,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Lakesite
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1865,-85.3303,1519274,62241,0.0,37377,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Fairmount
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,35.2751,-85.2225,1519274,62241,0.0,37379,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Mowbray Mountain
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1635,-85.3098,1519274,62241,0.0,37377,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Walden
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,35.3319,-85.2,1519274,62241,0.0,37379,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Flat Top Mountain
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,35.0349,-85.247,1519274,62241,0.0,37411,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Ridgeside
East Ridge,county,Hamilton,0,,,57235,0.0,0.0,65525,35.0723,-85.0545,1519274,62241,0.0,37363,,,0,,2022,,,0,12187,-85.2285,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,34.9973,37412,Hamilton,65525,Ooltewah
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,35.066,-85.2481,1519274,62241,0.0,37415,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Chattanooga
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,34.9973,-85.2285,1519274,62241,0.0,37412,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,East Ridge
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,35.2571,-85.1739,1519274,62241,0.0,37343,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Soddy-Daisy
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1117,-85.2962,1519274,62241,0.0,37415,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Red Bank
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1877,-85.1959,1519274,62241,0.0,37343,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Middle Valley
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,35.0526,-85.0488,1519274,62241,0.0,37302,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Collegedale
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1448,-85.3457,1519274,62241,0.0,37377,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Signal Mountain
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1271,-85.1453,1519274,62241,0.0,37416,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Harrison
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,35.0104,-85.0142,1519274,62241,0.0,37302,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Apison
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,35.3894,-85.0874,1519274,62241,0.0,37373,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Sale Creek
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,34.9944,-85.3516,1519274,62241,0.0,37350,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Lookout Mountain
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1959,-85.2594,1519274,62241,0.0,37343,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Falling Water
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,35.2027,-85.1413,1519274,62241,0.0,37343,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Lakesite
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1865,-85.3303,1519274,62241,0.0,37377,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Fairmount
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,35.2751,-85.2225,1519274,62241,0.0,37379,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Mowbray Mountain
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1635,-85.3098,1519274,62241,0.0,37377,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Walden
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,35.3319,-85.2,1519274,62241,0.0,37379,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Flat Top Mountain
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,35.0349,-85.247,1519274,62241,0.0,37411,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Ridgeside
Soddy-Daisy,county,Hamilton,0,,,57235,0.0,0.0,65525,35.0723,-85.0545,1519274,62241,0.0,37363,,,0,,2022,,,0,12187,-85.1739,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.2571,37343,Hamilton,65525,Ooltewah
Red Bank,county,Hamilton,0,,,57235,0.0,0.0,65525,35.066,-85.2481,1519274,62241,0.0,37415,,,0,,2022,,,0,12187,-85.2962,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.1117,37415,Hamilton,65525,Chattanooga
Red Bank,county,Hamilton,0,,,57235,0.0,0.0,65525,34.9973,-85.2285,1519274,62241,0.0,37412,,,0,,2022,,,0,12187,-85.2962,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.1117,37415,Hamilton,65525,East Ridge
Red Bank,county,Hamilton,0,,,57235,0.0,0.0,65525,35.2571,-85.1739,1519274,62241,0.0,37343,,,0,,2022,,,0,12187,-85.2962,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.1117,37415,Hamilton,65525,Soddy-Daisy
Red Bank,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1117,-85.2962,1519274,62241,0.0,37415,,,0,,2022,,,0,12187,-85.2962,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.1117,37415,Hamilton,65525,Red Bank
Red Bank,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1877,-85.1959,1519274,62241,0.0,37343,,,0,,2022,,,0,12187,-85.2962,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.1117,37415,Hamilton,65525,Middle Valley
Red Bank,county,Hamilton,0,,,57235,0.0,0.0,65525,35.0526,-85.0488,1519274,62241,0.0,37302,,,0,,2022,,,0,12187,-85.2962,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.1117,37415,Hamilton,65525,Collegedale
Red Bank,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1448,-85.3457,1519274,62241,0.0,37377,,,0,,2022,,,0,12187,-85.2962,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.1117,37415,Hamilton,65525,Signal Mountain
Red Bank,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1271,-85.1453,1519274,62241,0.0,37416,,,0,,2022,,,0,12187,-85.2962,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.1117,37415,Hamilton,65525,Harrison
Red Bank,county,Hamilton,0,,,57235,0.0,0.0,65525,35.0104,-85.0142,1519274,62241,0.0,37302,,,0,,2022,,,0,12187,-85.2962,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.1117,37415,Hamilton,65525,Apison
Red Bank,county,Hamilton,0,,,57235,0.0,0.0,65525,35.3894,-85.0874,1519274,62241,0.0,37373,,,0,,2022,,,0,12187,-85.2962,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.1117,37415,Hamilton,65525,Sale Creek
Red Bank,county,Hamilton,0,,,57235,0.0,0.0,65525,34.9944,-85.3516,1519274,62241,0.0,37350,,,0,,2022,,,0,12187,-85.2962,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.1117,37415,Hamilton,65525,Lookout Mountain
Red Bank,county,Hamilton,0,,,57235,0.0,0.0,65525,35.1959,-85.2594,1519274,62241,0.0,37343,,,0,,2022,,,0,12187,-85.2962,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.1117,37415,Hamilton,65525,Falling Water
Red Bank,county,Hamilton,0,,,57235,0.0,0.0,65525,35.2027,-85.1413,1519274,62241,0.0,37343,,,0,,2022,,,0,12187,-85.2962,14,2204730329.0,0.0,0.0,,,64064919.0,47065,509203,0.0,59664,59664,62241,,35.1117,37415,Hamilton,65525,Lakesite
